account_id,customer_id,account_type,opening_date,current_balance,credit_limit,account_status
20232,10163,Savings,2020-01-17,6773.59,5000,Active
20233,10072,Savings,2023-02-20,7748.28,1500,Active
20234,10084,Savings,2020-01-17,12941.52,1500,Active
20235,10163,Savings,2023-01-07,15182.0,2500,Active
20236,10102,Everyday,2023-10-26,14707.14,1500,Active
20237,10069,Everyday,2022-03-07,5549.8,2500,Active
20238,10034,Savings,2024-06-10,14020.11,5000,Active
20239,10196,Everyday,2020-02-12,10972.18,1500,Active
20240,10005,Everyday,2020-10-09,7496.18,0,Active
20241,10246,Everyday,2020-06-24,15784.38,1000,Active
20242,10041,Current,2022-01-27,954.79,1000,Active
20243,10065,Everyday,2020-11-08,173.6,5000,Active
20244,10079,Savings,2021-08-17,7269.54,0,Active
20245,10181,Everyday,2021-05-24,8163.97,500,Active
20246,10152,Everyday,2023-12-28,-625.41,5000,Active
20247,10088,Savings,2023-09-26,12247.78,1500,Active
20248,10019,Everyday,2020-01-01,12938.35,0,Active
20249,10027,Everyday,2022-05-10,1778.03,500,Active
20250,10165,Current,2020-08-08,486.14,2500,Active
20251,10003,Savings,2020-11-03,7473.87,5000,Active
20252,10055,Savings,2020-09-12,16494.01,2500,Active
20253,10176,Everyday,2021-06-08,829.74,0,Active
20254,10036,Savings,2025-08-11,12924.17,1000,Active
20255,10247,Everyday,2020-07-26,3858.38,5000,Active
20256,10022,Everyday,2025-09-27,10480.15,2500,Active
20257,10073,Savings,2019-04-20,15140.37,5000,Active
20258,10225,Everyday,2024-10-21,10610.23,500,Active
20259,10192,Everyday,2019-08-12,13935.47,500,Active
20260,10127,Everyday,2021-09-14,8592.15,2500,Active
20261,10019,Everyday,2019-02-19,17753.39,1000,Active
20262,10034,Everyday,2025-05-17,7112.23,2500,Active
20263,10175,Everyday,2024-04-13,17143.72,0,Active
20264,10005,Savings,2019-02-26,4129.08,0,Active
20265,10237,Everyday,2023-06-19,8724.28,5000,Active
20266,10183,Everyday,2023-08-29,7163.21,1500,Active
20267,10022,Savings,2025-01-11,10781.68,1000,Active
20268,10022,Everyday,2024-09-25,16513.39,500,Active
20269,10138,Everyday,2025-07-30,11124.73,5000,Active
20270,10175,Savings,2022-06-24,12335.11,5000,Active
20271,10245,Savings,2019-08-26,3796.22,1500,Active
20272,10030,Everyday,2025-10-29,234.54,5000,Active
20273,10190,Savings,2020-12-20,1445.53,5000,Active
20274,10036,Savings,2020-11-02,8532.56,1000,Active
20275,10134,Everyday,2021-11-27,2338.9,500,Active
20276,10192,Savings,2022-01-05,12979.19,0,Active
20277,10198,Current,2022-10-04,14373.63,1000,Active
20278,10135,Everyday,2025-06-19,10997.62,1500,Active
20279,10117,Everyday,2019-08-16,8592.67,2500,Active
20280,10043,Everyday,2021-11-10,13738.58,2500,Active
20281,10173,Savings,2021-07-24,13126.66,0,Active
20282,10012,Current,2019-02-20,3797.57,1500,Active
20283,10094,Everyday,2020-09-06,2564.47,0,Active
20284,10142,Savings,2023-09-14,3420.89,500,Active
20285,10107,Current,2022-08-03,4299.65,0,Active
20286,10147,Everyday,2024-08-18,11858.52,0,Active
20287,10046,Everyday,2024-10-13,17650.58,1500,Active
20288,10018,Current,2022-03-02,13742.32,1000,Active
20289,10084,Everyday,2024-02-14,-650.18,500,Active
20290,10075,Savings,2022-05-29,13104.03,500,Active
20291,10119,Everyday,2024-07-13,17958.4,500,Active
20292,10188,Current,2021-10-01,2030.65,1500,Active
20293,10007,Everyday,2022-11-19,11155.71,5000,Active
20294,10225,Everyday,2022-10-04,-772.51,5000,Active
20295,10097,Savings,2022-06-13,1154.24,2500,Active
20296,10061,Everyday,2019-09-03,17484.11,500,Active
20297,10183,Everyday,2019-06-29,16519.96,2500,Active
20298,10106,Savings,2023-03-06,7819.01,5000,Active
20299,10022,Savings,2024-09-01,1710.06,1500,Active
20300,10020,Savings,2019-09-13,7377.68,500,Active
20301,10061,Everyday,2022-07-14,16609.59,1500,Active
20302,10180,Savings,2022-08-29,5179.49,1000,Active
20303,10060,Everyday,2021-04-10,1758.9,2500,Active
20304,10028,Everyday,2020-11-04,7651.85,1000,Active
20305,10105,Everyday,2023-01-07,17335.13,500,Active
20306,10116,Everyday,2021-12-21,15226.67,0,Active
20307,10041,Savings,2022-05-31,14736.07,5000,Active
20308,10155,Everyday,2022-09-04,1988.49,5000,Active
20309,10064,Current,2023-06-12,8853.04,5000,Active
20310,10077,Everyday,2020-12-13,-215.66,1500,Active
20311,10219,Everyday,2025-03-03,3897.23,1500,Active
20312,10027,Savings,2020-07-26,1483.32,0,Active
20313,10213,Savings,2021-06-29,1657.45,1500,Active
20314,10096,Savings,2019-12-11,10147.69,1000,Active
20315,10235,Savings,2019-03-31,17946.63,500,Active
20316,10232,Savings,2020-06-11,929.2,1000,Active
20317,10032,Everyday,2024-03-03,151.99,2500,Active
20318,10111,Savings,2023-06-06,8527.18,1500,Active
20319,10175,Everyday,2022-12-20,3236.66,500,Active
20320,10071,Everyday,2020-08-31,-148.59,2500,Active
